level	transcript_file	exam_id	exam_part_id	modelid	pred.total_score	pred.task_fulfillment	pred.interaction	pred.lexical_resource	pred.grammatical_accuracy	is_complete	avg.ex1_criterion1_score	avg.ex1_criterion2_score	avg.ex1_lexgram_score	avg.ex1_phonol_score	avg.ex2_criterion1_score	avg.ex2_criterion2_score	avg.ex2_socling_score	avg.ex2_lexgram_score	avg.ex2_phonol_score	avg.ex3_criterion1_score	avg.ex3_criterion2_score	avg.total_score	avg.ex1_criterion1_perc	avg.ex1_criterion2_perc	avg.ex1_lexgram_perc	avg.ex1_phonol_perc	avg.ex2_criterion1_perc	avg.ex2_criterion2_perc	avg.ex2_socling_perc	avg.ex2_lexgram_perc	avg.ex2_phonol_perc	avg.ex3_criterion1_perc	avg.ex3_criterion2_perc	avg.total_perc	avg.etalon_perc	avg.etalon_score	avg.result	avg.ex1_selfdescr_score	avg.ex1_eventdescr_score	avg.ex2_imgdescr_score	avg.ex2_response_score	avg.ex3_questions_score	avg.ex3_lexgram_score	avg.total_interact_score	avg.total_cohesion_score	avg.total_phonol_score	avg.ex1_selfdescr_perc	avg.ex1_eventdescr_perc	avg.ex2_imgdescr_perc	avg.ex2_response_perc	avg.ex3_questions_perc	avg.ex3_lexgram_perc	avg.total_interact_perc	avg.total_cohesion_perc	avg.total_phonol_perc	avg.ex1_response_score	avg.ex1_lexical_score	avg.ex1_grammar_score	avg.ex2_questions_score	avg.ex2_lexical_score	avg.ex2_grammar_score	avg.total_phoninter_score	avg.ex1_response_perc	avg.ex1_lexical_perc	avg.ex1_grammar_perc	avg.ex2_questions_perc	avg.ex2_lexical_perc	avg.ex2_grammar_perc	avg.total_phoninter_perc	avg.ex1_imgdescr_score	avg.ex2_narrat_score	avg.ex3_commgoal_score	avg.ex3_interact_score	avg.ex3_lexical_score	avg.ex3_grammar_score	avg.ex1_imgdescr_perc	avg.ex2_narrat_perc	avg.ex3_commgoal_perc	avg.ex3_interact_perc	avg.ex3_lexical_perc	avg.ex3_grammar_perc	avg.ex1_criterion3_score	avg.ex1_organization_score	avg.ex1_ptn_score	avg.ex1_wordord_score	avg.ex1_lexical1_score	avg.ex1_lexical2_score	avg.ex2_criterion3_score	avg.ex2_organization_score	avg.ex2_ptn_score	avg.ex2_wordord_score	avg.ex2_lexical1_score	avg.ex2_lexical2_score	avg.total_phonol1_score	avg.total_phonol2_score	avg.ex1_criterion3_perc	avg.ex1_organization_perc	avg.ex1_ptn_perc	avg.ex1_wordord_perc	avg.ex1_lexical1_perc	avg.ex1_lexical2_perc	avg.ex2_criterion3_perc	avg.ex2_organization_perc	avg.ex2_ptn_perc	avg.ex2_wordord_perc	avg.ex2_lexical1_perc	avg.ex2_lexical2_perc	avg.total_phonol1_perc	avg.total_phonol2_perc
A2_older	PHA20241109010_anonym_audio.simple.txt	PHA20241109010	PHA20241109010	llama3	74.38	77.5	85.0	65.0	70.0	True												17.0												0.68	0.68		True				3.0									1.0						3.0	1.0	1.0	3.0	1.0	2.0	3.0	1.0	0.3333333333333333	0.3333333333333333	1.0	0.3333333333333333	0.6666666666666666	0.75																																								
A2_older	PHA20241109012_anonym_audio.simple.txt	PHA20241109012	PHA20241109012	llama3	70.0	85.0	75.0	65.0	55.0	True												22.0												0.88	0.88		True				3.0									1.0						3.0	3.0	1.0	3.0	3.0	3.0	3.0	1.0	1.0	0.3333333333333333	1.0	1.0	1.0	0.75																																								
A2_older	PHA20241109013_anonym_audio.simple.txt	PHA20241109013	PHA20241109013	llama3	70.62	77.5	75.0	62.5	67.5	True												13.0												0.52	0.52		False				2.0									0.6666666666666666						2.0	2.0	0.0	2.0	1.0	1.0	3.0	0.6666666666666666	0.6666666666666666	0.0	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.75																																								
A2_older	PHA20241109014_anonym_audio.simple.txt	PHA20241109014	PHA20241109014	llama3	67.5	82.5	72.5	62.5	52.5	True												13.0												0.52	0.52		False				2.0									0.6666666666666666						3.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.5																																								
A2_older	PHA20241109015_anonym_audio.simple.txt	PHA20241109015	PHA20241109015	llama3	83.12	87.5	82.5	79.0	83.5	True												19.0												0.76	0.76		True				3.0									1.0						3.0	2.0	2.0	3.0	1.0	2.0	3.0	1.0	0.6666666666666666	0.6666666666666666	1.0	0.3333333333333333	0.6666666666666666	0.75																																								
A2_older	PHA20241109016_anonym_audio.simple.txt	PHA20241109016	PHA20241109016	llama3	72.5	80.0	80.0	70.0	60.0	True												21.0												0.84	0.84		True				2.0									0.6666666666666666						3.0	2.0	2.0	3.0	3.0	3.0	3.0	1.0	0.6666666666666666	0.6666666666666666	1.0	1.0	1.0	0.75																																								
A2_older	PHA20241109017_anonym_audio.simple.txt	PHA20241109017	PHA20241109017	llama3	67.5	82.5	72.5	62.5	52.5	True												14.0												0.56	0.56		False				2.0									0.6666666666666666						3.0	1.0	0.0	2.0	1.0	2.0	3.0	1.0	0.3333333333333333	0.0	0.6666666666666666	0.3333333333333333	0.6666666666666666	0.75																																								
A2_older	PHA20241109018_anonym_audio.simple.txt	PHA20241109018	PHA20241109018	llama3	65.0	70.0	80.0	60.0	50.0	True												17.0												0.68	0.68		True				2.0									0.6666666666666666						2.0	3.0	2.0	2.0	2.0	1.0	3.0	0.6666666666666666	1.0	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.75																																								
A2_older	PHA20241109019_anonym_audio.simple.txt	PHA20241109019	PHA20241109019	llama3	56.67	65.0	58.33	48.33	55.0	True												11.0												0.44	0.44		False				2.0									0.6666666666666666						2.0	1.0	1.0	2.0	0.0	0.0	3.0	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.0	0.0	0.75																																								
A2_older	PHA20241109021_anonym_audio.simple.txt	PHA20241109021	PHA20241109021	llama3	74.38	85.0	77.5	65.0	70.0	True												24.0												0.96	0.96		True				3.0									1.0						3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.75																																								
A2_older	PHA20241109022_anonym_audio.simple.txt	PHA20241109022	PHA20241109022	llama3	68.75	80.0	60.0	70.0	65.0	True												24.0												0.96	0.96		True				3.0									1.0						3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.75																																								
A2_older	PHA20241109023_anonym_audio.simple.txt	PHA20241109023	PHA20241109023	llama3	67.5	82.5	72.5	62.5	52.5	True												20.0												0.8	0.8		True				2.0									0.6666666666666666						3.0	3.0	2.0	2.0	3.0	2.0	3.0	1.0	1.0	0.6666666666666666	0.6666666666666666	1.0	0.6666666666666666	0.75																																								
A2_older	PHA20241109024_anonym_audio.simple.txt	PHA20241109024	PHA20241109024	llama3	80.62	82.5	87.5	75.0	77.5	True												21.0												0.84	0.84		True				2.0									0.6666666666666666						3.0	2.0	2.0	3.0	3.0	3.0	3.0	1.0	0.6666666666666666	0.6666666666666666	1.0	1.0	1.0	0.75																																								
A2_older	PHA20241109025_anonym_audio.simple.txt	PHA20241109025	PHA20241109025	llama3	70.83	85.0	78.33	65.0	55.0	True												19.0												0.76	0.76		True				2.0									0.6666666666666666						3.0	2.0	2.0	3.0	2.0	2.0	3.0	1.0	0.6666666666666666	0.6666666666666666	1.0	0.6666666666666666	0.6666666666666666	0.75																																								
A2_older	PHA20241109026_anonym_audio.simple.txt	PHA20241109026	PHA20241109026	llama3	77.5	70.0	85.0	75.0	80.0	True												21.0												0.84	0.84		True				3.0									1.0						3.0	2.0	1.0	3.0	3.0	2.0	4.0	1.0	0.6666666666666666	0.3333333333333333	1.0	1.0	0.6666666666666666	1.0																																								
A2_older	PHA20241109029_anonym_audio.simple.txt	PHA20241109029	PHA20241109029	llama3	52.5	70.0	60.0	45.0	35.0	True												18.0												0.72	0.72		True				3.0									1.0						3.0	2.0	1.0	2.0	2.0	2.0	3.0	1.0	0.6666666666666666	0.3333333333333333	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.75																																								
A2_older	PHA20241109030_anonym_audio.simple.txt	PHA20241109030	PHA20241109030	llama3	61.25	70.0	75.0	55.0	45.0	True												16.0												0.64	0.64		True				2.0									0.6666666666666666						2.0	2.0	2.0	3.0	2.0	1.0	2.0	0.6666666666666666	0.6666666666666666	0.6666666666666666	1.0	0.6666666666666666	0.3333333333333333	0.5																																								
A2_older	PHA20241109031_anonym_audio.simple.txt	PHA20241109031	PHA20241109031	llama3	71.25	77.5	85.0	65.0	57.5	True												21.0												0.84	0.84		True				2.0									0.6666666666666666						3.0	3.0	2.0	3.0	2.0	2.0	4.0	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	0.6666666666666666	1.0																																								
A2_older	PHA20241109032_anonym_audio.simple.txt	PHA20241109032	PHA20241109032	llama3	66.25	80.0	70.0	60.0	55.0	True												20.0												0.8	0.8		True				2.0									0.6666666666666666						3.0	2.0	2.0	3.0	3.0	2.0	3.0	1.0	0.6666666666666666	0.6666666666666666	1.0	1.0	0.6666666666666666	0.75																																								
A2_older	PHA20241109033_anonym_audio.simple.txt	PHA20241109033	PHA20241109033	llama3	65.0	80.0	70.0	60.0	50.0	True												22.0												0.88	0.88		True				2.0									0.6666666666666666						3.0	3.0	2.0	3.0	3.0	3.0	3.0	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	0.75																																								
A2_older	PHA20241109034_anonym_audio.simple.txt	PHA20241109034	PHA20241109034	llama3	78.75	82.5	82.5	77.5	72.5	True												20.0												0.8	0.8		True				2.0									0.6666666666666666						3.0	2.0	2.0	3.0	2.0	2.0	4.0	1.0	0.6666666666666666	0.6666666666666666	1.0	0.6666666666666666	0.6666666666666666	1.0																																								
A2_older	PHA20241109035_anonym_audio.simple.txt	PHA20241109035	PHA20241109035	llama3	71.25	82.5	72.5	62.5	67.5	True												23.0												0.92	0.92		True				3.0									1.0						3.0	2.0	3.0	3.0	3.0	3.0	3.0	1.0	0.6666666666666666	1.0	1.0	1.0	1.0	0.75																																								
A2_older	PHA20241109036_anonym_audio.simple.txt	PHA20241109036	PHA20241109036	llama3	75.0	82.5	77.5	72.5	67.5	True												23.0												0.92	0.92		True				3.0									1.0						3.0	3.0	2.0	3.0	3.0	3.0	3.0	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	0.75																																								
A2_older	PHA20241109037_anonym_audio.simple.txt	PHA20241109037	PHA20241109037	llama3	80.0	85.0	75.0	82.5	77.5	True												23.0												0.92	0.92		True				3.0									1.0						3.0	3.0	2.0	2.0	3.0	3.0	4.0	1.0	1.0	0.6666666666666666	0.6666666666666666	1.0	1.0	1.0																																								
A2_older	PHA20241109038_anonym_audio.simple.txt	PHA20241109038	PHA20241109038	llama3	66.25	70.0	75.0	55.0	65.0	True												21.0												0.84	0.84		True				3.0									1.0						3.0	2.0	2.0	3.0	2.0	3.0	3.0	1.0	0.6666666666666666	0.6666666666666666	1.0	0.6666666666666666	1.0	0.75																																								
A2_older	PHA20241109039_anonym_audio.simple.txt	PHA20241109039	PHA20241109039	llama3	68.12	82.5	75.0	62.5	52.5	True												22.0												0.88	0.88		True				2.0									0.6666666666666666						3.0	3.0	2.0	3.0	3.0	2.0	4.0	1.0	1.0	0.6666666666666666	1.0	1.0	0.6666666666666666	1.0																																								
A2_older	PHA20241109040_anonym_audio.simple.txt	PHA20241109040	PHA20241109040	llama3	45.0	60.0	50.0	40.0	30.0	True												16.0												0.64	0.64		True				2.0									0.6666666666666666						2.0	2.0	2.0	3.0	2.0	1.0	2.0	0.6666666666666666	0.6666666666666666	0.6666666666666666	1.0	0.6666666666666666	0.3333333333333333	0.5																																								
A2_older	PHA20241109041_anonym_audio.simple.txt	PHA20241109041	PHA20241109041	llama3	71.25	82.5	72.5	67.5	62.5	True												22.0												0.88	0.88		True				3.0									1.0						3.0	2.0	2.0	3.0	3.0	3.0	3.0	1.0	0.6666666666666666	0.6666666666666666	1.0	1.0	1.0	0.75																																								
A2_older	PHA20241109042_anonym_audio.simple.txt	PHA20241109042	PHA20241109042	llama3	77.5	85.0	80.0	75.0	70.0	True												20.0												0.8	0.8		True				2.0									0.6666666666666666						3.0	3.0	2.0	2.0	3.0	2.0	3.0	1.0	1.0	0.6666666666666666	0.6666666666666666	1.0	0.6666666666666666	0.75																																								
A2_older	PHA20241109043_anonym_audio.simple.txt	PHA20241109043	PHA20241109043	llama3	61.67	70.0	60.0	53.33	63.33	True												21.0												0.84	0.84		True				2.0									0.6666666666666666						3.0	3.0	2.0	3.0	3.0	2.0	3.0	1.0	1.0	0.6666666666666666	1.0	1.0	0.6666666666666666	0.75																																								
A2_older	PHA20241109044_anonym_audio.simple.txt	PHA20241109044	PHA20241109044	llama3	75.0	82.5	77.5	72.5	67.5	True												22.0												0.88	0.88		True				3.0									1.0						3.0	3.0	2.0	3.0	3.0	2.0	3.0	1.0	1.0	0.6666666666666666	1.0	1.0	0.6666666666666666	0.75																																								
A2_older	PHA20241109045_anonym_audio.simple.txt	PHA20241109045	PHA20241109045	llama3	53.75	65.0	50.0	55.0	45.0	True												22.0												0.88	0.88		True				3.0									1.0						3.0	3.0	2.0	3.0	2.0	3.0	3.0	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	1.0	0.75																																								
A2_older	PHA20241109046_anonym_audio.simple.txt	PHA20241109046	PHA20241109046	llama3	85.0	92.33	87.67	82.33	77.67	True												21.0												0.84	0.84		True				3.0									1.0						3.0	3.0	3.0	2.0	2.0	2.0	3.0	1.0	1.0	1.0	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.75																																								
A2_older	PHA20241109047_anonym_audio.simple.txt	PHA20241109047	PHA20241109047	llama3	80.0	87.5	82.5	72.5	77.5	True												22.0												0.88	0.88		True				3.0									1.0						3.0	3.0	2.0	3.0	3.0	2.0	3.0	1.0	1.0	0.6666666666666666	1.0	1.0	0.6666666666666666	0.75																																								
A2_older	PHA20241109048_anonym_audio.simple.txt	PHA20241109048	PHA20241109048	llama3	69.38	82.5	75.0	65.0	55.0	True												24.0												0.96	0.96		True				3.0									1.0						3.0	3.0	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	1.0																																								
A2_older	PHA20241109050_anonym_audio.simple.txt	PHA20241109050	PHA20241109050	llama3	70.0	85.0	75.0	65.0	55.0	True												20.0												0.8	0.8		True				3.0									1.0						3.0	1.0	2.0	3.0	3.0	2.0	3.0	1.0	0.3333333333333333	0.6666666666666666	1.0	1.0	0.6666666666666666	0.75																																								
A2_older	PHA20241109051_anonym_audio.simple.txt	PHA20241109051	PHA20241109051	llama3	68.12	82.5	75.0	62.5	52.5	True												16.0												0.64	0.64		True				2.0									0.6666666666666666						3.0	2.0	0.0	3.0	2.0	1.0	3.0	1.0	0.6666666666666666	0.0	1.0	0.6666666666666666	0.3333333333333333	0.75																																								
A2_older	PHA20241109052_anonym_audio.simple.txt	PHA20241109052	PHA20241109052	llama3	71.88	82.5	72.5	65.0	67.5	True												18.0												0.72	0.72		True				2.0									0.6666666666666666						3.0	2.0	2.0	3.0	2.0	0.0	4.0	1.0	0.6666666666666666	0.6666666666666666	1.0	0.6666666666666666	0.0	1.0																																								
A2_older	PHA20241109053_anonym_audio.simple.txt	PHA20241109053	PHA20241109053	llama3	56.88	65.0	57.5	57.5	47.5	True												11.0												0.44	0.44		False				2.0									0.6666666666666666						2.0	0.0	1.0	1.0	1.0	1.0	3.0	0.6666666666666666	0.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.75																																								
A2_older	PHA20241109054_anonym_audio.simple.txt	PHA20241109054	PHA20241109054	llama3	83.75	82.5	92.5	72.5	87.5	True												18.0												0.72	0.72		True				2.0									0.6666666666666666						3.0	2.0	2.0	2.0	2.0	2.0	3.0	1.0	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.75																																								
A2_older	PHA20241109055_anonym_audio.simple.txt	PHA20241109055	PHA20241109055	llama3	74.38	82.5	75.0	77.5	62.5	True												13.0												0.52	0.52		False				2.0									0.6666666666666666						2.0	2.0	1.0	1.0	1.0	1.0	3.0	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.75																																								
A2_older	PHA20241109056_anonym_audio.simple.txt	PHA20241109056	PHA20241109056	llama3	80.0	82.5	87.5	77.5	72.5	True												20.0												0.8	0.8		True				2.0									0.6666666666666666						3.0	2.0	2.0	3.0	2.0	3.0	3.0	1.0	0.6666666666666666	0.6666666666666666	1.0	0.6666666666666666	1.0	0.75																																								
A2_older	PHA20241109057_anonym_audio.simple.txt	PHA20241109057	PHA20241109057	llama3	68.75	85.0	75.0	62.5	52.5	True												22.0												0.88	0.88		True				3.0									1.0						3.0	2.0	2.0	3.0	3.0	3.0	3.0	1.0	0.6666666666666666	0.6666666666666666	1.0	1.0	1.0	0.75																																								
A2_older	PHA20241109058_anonym_audio.simple.txt	PHA20241109058	PHA20241109058	llama3	55.0	70.0	60.0	50.0	40.0	True												5.0												0.2	0.2		False				1.0									0.3333333333333333						2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.5																																								
A2_older	PHA20241109059_anonym_audio.simple.txt	PHA20241109059	PHA20241109059	llama3	81.25	85.0	87.5	75.0	77.5	True												21.0												0.84	0.84		True				3.0									1.0						3.0	2.0	1.0	3.0	3.0	2.0	4.0	1.0	0.6666666666666666	0.3333333333333333	1.0	1.0	0.6666666666666666	1.0																																								
A2_older	PHA20241109060_anonym_audio.simple.txt	PHA20241109060	PHA20241109060	llama3	65.0	80.0	70.0	60.0	50.0	True												16.0												0.64	0.64		True				2.0									0.6666666666666666						3.0	2.0	0.0	3.0	2.0	1.0	3.0	1.0	0.6666666666666666	0.0	1.0	0.6666666666666666	0.3333333333333333	0.75																																								
A2_older	PHA20241109061_anonym_audio.simple.txt	PHA20241109061	PHA20241109061	llama3	50.0	65.0	55.0	45.0	35.0	True												9.0												0.36	0.36		False				1.0									0.3333333333333333						2.0	1.0	0.0	2.0	1.0	0.0	2.0	0.6666666666666666	0.3333333333333333	0.0	0.6666666666666666	0.3333333333333333	0.0	0.5																																								
A2_older	PHA20241109062_anonym_audio.simple.txt	PHA20241109062	PHA20241109062	llama3	62.5	77.5	67.5	57.5	47.5	True												12.0												0.48	0.48		False				2.0									0.6666666666666666						3.0	1.0	1.0	2.0	1.0	0.0	2.0	1.0	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.0	0.5																																								
A2_older	PHA20241109063_anonym_audio.simple.txt	PHA20241109063	PHA20241109063	llama3	37.5	50.0	35.0	30.0	35.0	True												13.0												0.52	0.52		False				2.0									0.6666666666666666						3.0	1.0	0.0	2.0	2.0	1.0	2.0	1.0	0.3333333333333333	0.0	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.5																																								
A2_older	PHA20241109064_anonym_audio.simple.txt	PHA20241109064	PHA20241109064	llama3	85.0	92.5	87.5	82.5	77.5	True												22.0												0.88	0.88		True				3.0									1.0						3.0	2.0	2.0	3.0	3.0	3.0	3.0	1.0	0.6666666666666666	0.6666666666666666	1.0	1.0	1.0	0.75																																								
A2_older	PHA20241109065_anonym_audio.simple.txt	PHA20241109065	PHA20241109065	llama3	74.38	85.0	77.5	65.0	70.0	True												21.0												0.84	0.84		True				3.0									1.0						3.0	2.0	1.0	3.0	3.0	2.0	4.0	1.0	0.6666666666666666	0.3333333333333333	1.0	1.0	0.6666666666666666	1.0																																								
A2_older	PHA20241109066_anonym_audio.simple.txt	PHA20241109066	PHA20241109066	llama3	80.62	85.0	87.5	72.5	77.5	True												25.0												1.0	1.0		True				3.0									1.0						3.0	3.0	3.0	3.0	3.0	3.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																																								
A2_older	PHA20241109067_anonym_audio.simple.txt	PHA20241109067	PHA20241109067	llama3	68.75	80.0	70.0	60.0	65.0	True												25.0												1.0	1.0		True				3.0									1.0						3.0	3.0	3.0	3.0	3.0	3.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																																								
A2_older	PHA20241109068_anonym_audio.simple.txt	PHA20241109068	PHA20241109068	llama3	81.25	80.0	90.0	70.0	85.0	True												24.0												0.96	0.96		True				3.0									1.0						3.0	3.0	2.0	3.0	3.0	3.0	4.0	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	1.0																																								
A2_older	PHA20241109070_anonym_audio.simple.txt	PHA20241109070	PHA20241109070	llama3	56.67	71.67	61.67	51.67	41.67	True												23.0												0.92	0.92		True				3.0									1.0						3.0	3.0	2.0	3.0	3.0	2.0	4.0	1.0	1.0	0.6666666666666666	1.0	1.0	0.6666666666666666	1.0																																								
A2_older	PHA20241109072_anonym_audio.simple.txt	PHA20241109072	PHA20241109072	llama3	67.5	72.5	82.5	62.5	52.5	True												11.0												0.44	0.44		False				2.0									0.6666666666666666						2.0	1.0	1.0	1.0	1.0	1.0	2.0	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.5																																								
A2_older	PHA20241109073_anonym_audio.simple.txt	PHA20241109073	PHA20241109073	llama3	80.62	82.5	75.0	77.5	87.5	True												23.0												0.92	0.92		True				3.0									1.0						3.0	3.0	2.0	3.0	3.0	2.0	4.0	1.0	1.0	0.6666666666666666	1.0	1.0	0.6666666666666666	1.0																																								
A2_older	PHA20241109074_anonym_audio.simple.txt	PHA20241109074	PHA20241109074	llama3	71.25	82.5	72.5	62.5	67.5	True												19.0												0.76	0.76		True				3.0									1.0						3.0	2.0	2.0	2.0	3.0	1.0	3.0	1.0	0.6666666666666666	0.6666666666666666	0.6666666666666666	1.0	0.3333333333333333	0.75																																								
A2_older	PHA20241109075_anonym_audio.simple.txt	PHA20241109075	PHA20241109075	llama3	73.12	82.5	75.0	65.0	70.0	True												21.0												0.84	0.84		True				3.0									1.0						3.0	2.0	2.0	3.0	2.0	2.0	4.0	1.0	0.6666666666666666	0.6666666666666666	1.0	0.6666666666666666	0.6666666666666666	1.0																																								
A2_older	PHA20241109076_anonym_audio.simple.txt	PHA20241109076	PHA20241109076	llama3	66.25	70.0	60.0	72.5	62.5	True												18.0												0.72	0.72		True				2.0									0.6666666666666666						3.0	1.0	1.0	3.0	2.0	2.0	4.0	1.0	0.3333333333333333	0.3333333333333333	1.0	0.6666666666666666	0.6666666666666666	1.0																																								
A2_older	PHA20241109077_anonym_audio.simple.txt	PHA20241109077	PHA20241109077	llama3	72.5	82.5	75.0	65.0	67.5	True												23.0												0.92	0.92		True				3.0									1.0						3.0	3.0	3.0	2.0	3.0	2.0	4.0	1.0	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	1.0																																								
A2_older	PHA20241109078_anonym_audio.simple.txt	PHA20241109078	PHA20241109078	llama3	61.0	62.5	72.5	52.5	56.5	True												17.0												0.68	0.68		True				2.0									0.6666666666666666						3.0	3.0	1.0	1.0	2.0	2.0	3.0	1.0	1.0	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.6666666666666666	0.75																																								
A2_older	PHA20241109079_anonym_audio.simple.txt	PHA20241109079	PHA20241109079	llama3	72.08	78.33	75.0	75.0	60.0	True												22.0												0.88	0.88		True				3.0									1.0						3.0	3.0	2.0	2.0	3.0	2.0	4.0	1.0	1.0	0.6666666666666666	0.6666666666666666	1.0	0.6666666666666666	1.0																																								
A2_older	PHA20241109080_anonym_audio.simple.txt	PHA20241109080	PHA20241109080	llama3	65.0	80.0	70.0	60.0	50.0	True												21.0												0.84	0.84		True				3.0									1.0						3.0	3.0	2.0	3.0	1.0	2.0	4.0	1.0	1.0	0.6666666666666666	1.0	0.3333333333333333	0.6666666666666666	1.0																																								
A2_older	PHA20241109081_anonym_audio.simple.txt	PHA20241109081	PHA20241109081	llama3	78.75	82.5	72.5	77.5	82.5	True												19.0												0.76	0.76		True				3.0									1.0						3.0	3.0	1.0	2.0	2.0	1.0	4.0	1.0	1.0	0.3333333333333333	0.6666666666666666	0.6666666666666666	0.3333333333333333	1.0																																								
A2_older	PHA20241109082_anonym_audio.simple.txt	PHA20241109082	PHA20241109082	llama3	80.0	82.5	87.5	72.5	77.5	True												24.0												0.96	0.96		True				3.0									1.0						3.0	3.0	3.0	2.0	3.0	3.0	4.0	1.0	1.0	1.0	0.6666666666666666	1.0	1.0	1.0																																								
A2_older	PHA20241109083_anonym_audio.simple.txt	PHA20241109083	PHA20241109083	llama3	70.0	85.0	75.0	65.0	55.0	True												24.0												0.96	0.96		True				3.0									1.0						3.0	3.0	2.0	3.0	3.0	3.0	4.0	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	1.0																																								
A2_older	PHA20241109084_anonym_audio.simple.txt	PHA20241109084	PHA20241109084	llama3	82.5	85.0	88.33	78.33	78.33	True												21.0												0.84	0.84		True				3.0									1.0						3.0	2.0	2.0	2.0	3.0	2.0	4.0	1.0	0.6666666666666666	0.6666666666666666	0.6666666666666666	1.0	0.6666666666666666	1.0																																								
A2_older	PHA20241109086_anonym_audio.simple.txt	PHA20241109086	PHA20241109086	llama3	70.0	85.0	75.0	65.0	55.0	True												16.0												0.64	0.64		True				2.0									0.6666666666666666						2.0	1.0	2.0	3.0	1.0	2.0	3.0	0.6666666666666666	0.3333333333333333	0.6666666666666666	1.0	0.3333333333333333	0.6666666666666666	0.75																																								
A2_older	PHA20241109087_anonym_audio.simple.txt	PHA20241109087	PHA20241109087	llama3	56.67	68.33	60.0	50.0	48.33	True												17.0												0.68	0.68		True				1.0									0.3333333333333333						2.0	2.0	2.0	3.0	2.0	2.0	3.0	0.6666666666666666	0.6666666666666666	0.6666666666666666	1.0	0.6666666666666666	0.6666666666666666	0.75																																								
A2_older	PHA20241109088_anonym_audio.simple.txt	PHA20241109088	PHA20241109088	llama3	71.25	72.5	82.5	62.5	67.5	True												18.0												0.72	0.72		True				3.0									1.0						2.0	2.0	1.0	3.0	2.0	2.0	3.0	0.6666666666666666	0.6666666666666666	0.3333333333333333	1.0	0.6666666666666666	0.6666666666666666	0.75																																								
B1	B1ML_230221_01_anonym_audio.simple.txt	B1ML_230221_01	B1ML_230221_01	llama3	65.42	80.0	71.67	60.0	50.0	True												6.0												0.24	0.22984	5.746	False				1.0					0.3333333333333333				0.5					0.3333333333333333	1.0	0.0	0.0		0.3333333333333333	0.0		0.5	0.0	0.0		0.1666666666666666	0.0		1.6666666666666667	0.3333333333333333	1.0	0.3333333333333333	0.0	0.0	0.8333333333333334	0.1666666666666666	0.5	0.1666666666666666	0.0	0.0																												
B1	B1ML_230221_02_anonym_audio.simple.txt	B1ML_230221_02	B1ML_230221_02	llama3	53.75	60.0	50.0	55.0	50.0	True												14.333333333333334												0.5733333333333334	0.566332	14.1583	False				2.0					1.0				1.0					1.0	1.3333333333333333	1.3333333333333333	0.3333333333333333		1.0	0.0		0.6666666666666666	0.6666666666666666	0.1666666666666666		0.5	0.0		2.0	1.3333333333333333	1.3333333333333333	1.6666666666666667	1.0	0.0	1.0	0.6666666666666666	0.6666666666666666	0.8333333333333334	0.5	0.0																												
B1	B1ML_230221_03_anonym_audio.simple.txt	B1ML_230221_03	B1ML_230221_03	llama3	87.25	89.33	93.33	81.0	85.33	True												15.0												0.6	0.611884	15.2971	False				1.3333333333333333					1.0				0.6666666666666666					1.0	1.3333333333333333	1.0	0.0		1.3333333333333333	1.0		0.6666666666666666	0.5	0.0		0.6666666666666666	0.5		1.0	1.6666666666666667	1.3333333333333333	2.0	1.0	1.0	0.5	0.8333333333333334	0.6666666666666666	1.0	0.5	0.5																												
